value,std,pedVal,task,side,roi,type
2.0981,0,0.1,1,1,1,1
1.2877,0,0.1,1,1,1,1
2.7491,0,0.1,1,1,1,1
1.1943,0,0.1,1,1,1,1
3.2668,0,0.1,1,1,1,1
2.2021,0,0.1,1,1,1,1
0.8602,0,0.1,1,1,1,1
2.9607,0,0.1,1,1,1,1
1.1407,0,0.1,1,1,1,1
3.9441,0,0.1,1,1,1,1
3.5852,0,0.1,1,1,1,1
1.4049,0,0.1,1,1,1,1
6.3705,0,0.1,1,1,1,1
1.9999,0,0.1,1,1,1,1
3.7641,0,0.1,1,1,1,1
1.3941,0,0.1,1,1,1,1
4.056,0,0.1,1,1,1,1
1.6857,0,0.1,1,1,1,1
2.1355,0,0.1,1,1,1,1
6.1376,0,0.1,1,1,1,1
1.4522,0,0.1,1,1,1,1
1.3987,0,0.1,1,1,1,1
0.18,0,0.1,1,1,1,1
0.17201,0,0.1,1,1,1,1
-0.08619,0,0.1,1,1,1,1
0.82174,0,0.1,1,1,1,1
4.8262,0,0.1,1,1,1,1
1.1744,0,0.1,1,1,1,1
6.1609,0,0.1,1,1,1,1
1.6866,0,0.1,1,1,1,1
3.8845,0,0.1,1,1,1,1
1.2608,0,0.1,1,1,1,1
4.6118,0,0.1,1,1,1,1
1.1768,0,0.1,1,1,1,1
4.0545,0,0.1,1,1,1,1
3.7311,0,0.1,1,1,1,1
2.0261,0,0.1,1,1,1,1
2.0877,0,0.1,2,1,1,1
1.1632,0,0.1,2,1,1,1
2.7761,0,0.1,2,1,1,1
1.0401,0,0.1,2,1,1,1
2.9276,0,0.1,2,1,1,1
1.9782,0,0.1,2,1,1,1
0.66891,0,0.1,2,1,1,1
2.6157,0,0.1,2,1,1,1
1.0538,0,0.1,2,1,1,1
3.4786,0,0.1,2,1,1,1
2.8623,0,0.1,2,1,1,1
1.254,0,0.1,2,1,1,1
5.7668,0,0.1,2,1,1,1
2.0058,0,0.1,2,1,1,1
3.236,0,0.1,2,1,1,1
1.1008,0,0.1,2,1,1,1
3.7368,0,0.1,2,1,1,1
1.6238,0,0.1,2,1,1,1
1.8875,0,0.1,2,1,1,1
5.8036,0,0.1,2,1,1,1
1.6141,0,0.1,2,1,1,1
1.5005,0,0.1,2,1,1,1
0.36225,0,0.1,2,1,1,1
0.33262,0,0.1,2,1,1,1
-0.032741,0,0.1,2,1,1,1
0.78408,0,0.1,2,1,1,1
4.2783,0,0.1,2,1,1,1
1.2427,0,0.1,2,1,1,1
5.7766,0,0.1,2,1,1,1
1.3554,0,0.1,2,1,1,1
3.4568,0,0.1,2,1,1,1
1.1589,0,0.1,2,1,1,1
4.7072,0,0.1,2,1,1,1
1.2939,0,0.1,2,1,1,1
3.9335,0,0.1,2,1,1,1
3.5553,0,0.1,2,1,1,1
1.8137,0,0.1,2,1,1,1
2.1236,0,0.2,1,1,1,1
1.2692,0,0.2,1,1,1,1
2.7712,0,0.2,1,1,1,1
1.1872,0,0.2,1,1,1,1
3.2004,0,0.2,1,1,1,1
2.1749,0,0.2,1,1,1,1
0.87346,0,0.2,1,1,1,1
2.98,0,0.2,1,1,1,1
1.2271,0,0.2,1,1,1,1
3.6519,0,0.2,1,1,1,1
3.2013,0,0.2,1,1,1,1
1.3143,0,0.2,1,1,1,1
6.0649,0,0.2,1,1,1,1
2.1002,0,0.2,1,1,1,1
3.8292,0,0.2,1,1,1,1
1.0195,0,0.2,1,1,1,1
4.1198,0,0.2,1,1,1,1
1.3953,0,0.2,1,1,1,1
2.079,0,0.2,1,1,1,1
6.069,0,0.2,1,1,1,1
1.5809,0,0.2,1,1,1,1
1.6816,0,0.2,1,1,1,1
0.32135,0,0.2,1,1,1,1
0.42688,0,0.2,1,1,1,1
0.06874,0,0.2,1,1,1,1
0.6869,0,0.2,1,1,1,1
4.6936,0,0.2,1,1,1,1
0.9735,0,0.2,1,1,1,1
6.0892,0,0.2,1,1,1,1
1.4687,0,0.2,1,1,1,1
3.7042,0,0.2,1,1,1,1
1.2912,0,0.2,1,1,1,1
4.3645,0,0.2,1,1,1,1
1.1591,0,0.2,1,1,1,1
4.0302,0,0.2,1,1,1,1
3.7448,0,0.2,1,1,1,1
2.0202,0,0.2,1,1,1,1
2.0915,0,0.2,2,1,1,1
1.2222,0,0.2,2,1,1,1
2.9033,0,0.2,2,1,1,1
1.3013,0,0.2,2,1,1,1
2.9074,0,0.2,2,1,1,1
2.3173,0,0.2,2,1,1,1
0.72208,0,0.2,2,1,1,1
2.9011,0,0.2,2,1,1,1
1.1791,0,0.2,2,1,1,1
3.6622,0,0.2,2,1,1,1
3.2513,0,0.2,2,1,1,1
1.2236,0,0.2,2,1,1,1
6.2017,0,0.2,2,1,1,1
1.992,0,0.2,2,1,1,1
3.3859,0,0.2,2,1,1,1
1.196,0,0.2,2,1,1,1
4.0503,0,0.2,2,1,1,1
1.7118,0,0.2,2,1,1,1
2.028,0,0.2,2,1,1,1
6.413,0,0.2,2,1,1,1
1.7368,0,0.2,2,1,1,1
1.8213,0,0.2,2,1,1,1
0.38029,0,0.2,2,1,1,1
0.34236,0,0.2,2,1,1,1
-0.1183,0,0.2,2,1,1,1
0.67246,0,0.2,2,1,1,1
4.5338,0,0.2,2,1,1,1
1.3397,0,0.2,2,1,1,1
6.3839,0,0.2,2,1,1,1
1.4924,0,0.2,2,1,1,1
3.6735,0,0.2,2,1,1,1
1.2211,0,0.2,2,1,1,1
5.0476,0,0.2,2,1,1,1
1.1814,0,0.2,2,1,1,1
4.3627,0,0.2,2,1,1,1
4.0015,0,0.2,2,1,1,1
2.1696,0,0.2,2,1,1,1
1.8529,0,0.3,1,1,1,1
1.301,0,0.3,1,1,1,1
2.3307,0,0.3,1,1,1,1
1.2075,0,0.3,1,1,1,1
3.1034,0,0.3,1,1,1,1
2.6685,0,0.3,1,1,1,1
0.93774,0,0.3,1,1,1,1
2.7196,0,0.3,1,1,1,1
0.98593,0,0.3,1,1,1,1
3.9392,0,0.3,1,1,1,1
3.808,0,0.3,1,1,1,1
1.4996,0,0.3,1,1,1,1
5.877,0,0.3,1,1,1,1
1.3529,0,0.3,1,1,1,1
3.9172,0,0.3,1,1,1,1
1.5481,0,0.3,1,1,1,1
3.8455,0,0.3,1,1,1,1
1.6208,0,0.3,1,1,1,1
2.0949,0,0.3,1,1,1,1
5.065,0,0.3,1,1,1,1
1.4763,0,0.3,1,1,1,1
1.3804,0,0.3,1,1,1,1
0.079294,0,0.3,1,1,1,1
0.28623,0,0.3,1,1,1,1
-0.0095993,0,0.3,1,1,1,1
0.95965,0,0.3,1,1,1,1
5.0184,0,0.3,1,1,1,1
1.3575,0,0.3,1,1,1,1
5.2458,0,0.3,1,1,1,1
1.8655,0,0.3,1,1,1,1
3.5408,0,0.3,1,1,1,1
1.4247,0,0.3,1,1,1,1
3.7366,0,0.3,1,1,1,1
1.0266,0,0.3,1,1,1,1
3.6854,0,0.3,1,1,1,1
2.8082,0,0.3,1,1,1,1
1.7257,0,0.3,1,1,1,1
1.4524,0,0.3,2,1,1,1
0.68561,0,0.3,2,1,1,1
2.2255,0,0.3,2,1,1,1
0.7272,0,0.3,2,1,1,1
2.7151,0,0.3,2,1,1,1
1.7465,0,0.3,2,1,1,1
0.51062,0,0.3,2,1,1,1
1.8743,0,0.3,2,1,1,1
0.83439,0,0.3,2,1,1,1
3.38,0,0.3,2,1,1,1
2.5466,0,0.3,2,1,1,1
0.66609,0,0.3,2,1,1,1
5.4987,0,0.3,2,1,1,1
1.352,0,0.3,2,1,1,1
3.0035,0,0.3,2,1,1,1
0.65414,0,0.3,2,1,1,1
3.4003,0,0.3,2,1,1,1
1.4033,0,0.3,2,1,1,1
1.9545,0,0.3,2,1,1,1
5.5103,0,0.3,2,1,1,1
1.0291,0,0.3,2,1,1,1
1.0385,0,0.3,2,1,1,1
-0.007808,0,0.3,2,1,1,1
-0.045456,0,0.3,2,1,1,1
-0.22345,0,0.3,2,1,1,1
0.13206,0,0.3,2,1,1,1
3.5645,0,0.3,2,1,1,1
0.75204,0,0.3,2,1,1,1
5.4551,0,0.3,2,1,1,1
1.0193,0,0.3,2,1,1,1
3.3961,0,0.3,2,1,1,1
1.0618,0,0.3,2,1,1,1
3.8505,0,0.3,2,1,1,1
1.0799,0,0.3,2,1,1,1
3.7376,0,0.3,2,1,1,1
3.4955,0,0.3,2,1,1,1
1.7981,0,0.3,2,1,1,1
2.1238,0,0.4,1,1,1,1
1.1648,0,0.4,1,1,1,1
2.5207,0,0.4,1,1,1,1
1.1083,0,0.4,1,1,1,1
2.6925,0,0.4,1,1,1,1
2.0627,0,0.4,1,1,1,1
0.81759,0,0.4,1,1,1,1
2.505,0,0.4,1,1,1,1
1.1833,0,0.4,1,1,1,1
3.2988,0,0.4,1,1,1,1
3.119,0,0.4,1,1,1,1
1.2611,0,0.4,1,1,1,1
5.4902,0,0.4,1,1,1,1
1.857,0,0.4,1,1,1,1
3.38,0,0.4,1,1,1,1
1.0363,0,0.4,1,1,1,1
4.1545,0,0.4,1,1,1,1
1.6434,0,0.4,1,1,1,1
2.2673,0,0.4,1,1,1,1
5.8371,0,0.4,1,1,1,1
1.4897,0,0.4,1,1,1,1
1.4668,0,0.4,1,1,1,1
0.18363,0,0.4,1,1,1,1
0.20366,0,0.4,1,1,1,1
-0.33609,0,0.4,1,1,1,1
0.49899,0,0.4,1,1,1,1
3.9245,0,0.4,1,1,1,1
0.86973,0,0.4,1,1,1,1
5.633,0,0.4,1,1,1,1
1.4833,0,0.4,1,1,1,1
3.6161,0,0.4,1,1,1,1
1.3222,0,0.4,1,1,1,1
4.3043,0,0.4,1,1,1,1
1.2211,0,0.4,1,1,1,1
3.6098,0,0.4,1,1,1,1
3.4064,0,0.4,1,1,1,1
2.1,0,0.4,1,1,1,1
2.1397,0,0.4,2,1,1,1
1.2029,0,0.4,2,1,1,1
2.6502,0,0.4,2,1,1,1
1.3491,0,0.4,2,1,1,1
2.8514,0,0.4,2,1,1,1
2.095,0,0.4,2,1,1,1
0.91478,0,0.4,2,1,1,1
2.8656,0,0.4,2,1,1,1
1.3417,0,0.4,2,1,1,1
3.6075,0,0.4,2,1,1,1
2.991,0,0.4,2,1,1,1
1.4732,0,0.4,2,1,1,1
6.1089,0,0.4,2,1,1,1
2.3192,0,0.4,2,1,1,1
3.4572,0,0.4,2,1,1,1
1.2508,0,0.4,2,1,1,1
3.8361,0,0.4,2,1,1,1
1.757,0,0.4,2,1,1,1
2.0356,0,0.4,2,1,1,1
6.4949,0,0.4,2,1,1,1
1.7268,0,0.4,2,1,1,1
1.9157,0,0.4,2,1,1,1
0.4828,0,0.4,2,1,1,1
0.2109,0,0.4,2,1,1,1
-0.058475,0,0.4,2,1,1,1
0.63319,0,0.4,2,1,1,1
4.3342,0,0.4,2,1,1,1
1.1789,0,0.4,2,1,1,1
6.1633,0,0.4,2,1,1,1
1.4559,0,0.4,2,1,1,1
3.6853,0,0.4,2,1,1,1
1.4572,0,0.4,2,1,1,1
4.9587,0,0.4,2,1,1,1
1.1619,0,0.4,2,1,1,1
4.2636,0,0.4,2,1,1,1
3.7449,0,0.4,2,1,1,1
2.0729,0,0.4,2,1,1,1
2.6369,0,0.6,1,1,1,1
1.407,0,0.6,1,1,1,1
3.61,0,0.6,1,1,1,1
1.5543,0,0.6,1,1,1,1
3.5379,0,0.6,1,1,1,1
2.1933,0,0.6,1,1,1,1
0.40294,0,0.6,1,1,1,1
3.7962,0,0.6,1,1,1,1
1.3005,0,0.6,1,1,1,1
4.3694,0,0.6,1,1,1,1
3.1847,0,0.6,1,1,1,1
1.5645,0,0.6,1,1,1,1
5.5762,0,0.6,1,1,1,1
2.3586,0,0.6,1,1,1,1
4.092,0,0.6,1,1,1,1
1.2117,0,0.6,1,1,1,1
4.6468,0,0.6,1,1,1,1
1.8556,0,0.6,1,1,1,1
2.1366,0,0.6,1,1,1,1
6.8414,0,0.6,1,1,1,1
2.3499,0,0.6,1,1,1,1
1.9546,0,0.6,1,1,1,1
0.21241,0,0.6,1,1,1,1
0.55779,0,0.6,1,1,1,1
0.1885,0,0.6,1,1,1,1
0.74992,0,0.6,1,1,1,1
4.837,0,0.6,1,1,1,1
1.1086,0,0.6,1,1,1,1
6.0259,0,0.6,1,1,1,1
1.5123,0,0.6,1,1,1,1
3.9272,0,0.6,1,1,1,1
1.644,0,0.6,1,1,1,1
4.8439,0,0.6,1,1,1,1
1.2974,0,0.6,1,1,1,1
4.4418,0,0.6,1,1,1,1
3.8043,0,0.6,1,1,1,1
1.9943,0,0.6,1,1,1,1
2.3832,0,0.6,2,1,1,1
1.135,0,0.6,2,1,1,1
3.1679,0,0.6,2,1,1,1
1.457,0,0.6,2,1,1,1
3.1593,0,0.6,2,1,1,1
1.994,0,0.6,2,1,1,1
0.86868,0,0.6,2,1,1,1
3.3345,0,0.6,2,1,1,1
1.3807,0,0.6,2,1,1,1
3.9047,0,0.6,2,1,1,1
3.791,0,0.6,2,1,1,1
1.4493,0,0.6,2,1,1,1
6.3778,0,0.6,2,1,1,1
1.9307,0,0.6,2,1,1,1
4.3088,0,0.6,2,1,1,1
1.1209,0,0.6,2,1,1,1
3.7815,0,0.6,2,1,1,1
1.5903,0,0.6,2,1,1,1
1.9624,0,0.6,2,1,1,1
6.3721,0,0.6,2,1,1,1
1.6017,0,0.6,2,1,1,1
1.5602,0,0.6,2,1,1,1
0.27249,0,0.6,2,1,1,1
0.41968,0,0.6,2,1,1,1
-0.132,0,0.6,2,1,1,1
0.93385,0,0.6,2,1,1,1
5.4075,0,0.6,2,1,1,1
1.3671,0,0.6,2,1,1,1
6.6219,0,0.6,2,1,1,1
1.1477,0,0.6,2,1,1,1
3.5286,0,0.6,2,1,1,1
1.3723,0,0.6,2,1,1,1
4.8325,0,0.6,2,1,1,1
1.2364,0,0.6,2,1,1,1
4.5878,0,0.6,2,1,1,1
3.7742,0,0.6,2,1,1,1
1.9169,0,0.6,2,1,1,1
1.9593,0,0.9,1,1,1,1
1.2404,0,0.9,1,1,1,1
2.404,0,0.9,1,1,1,1
1.1821,0,0.9,1,1,1,1
2.94,0,0.9,1,1,1,1
2.1043,0,0.9,1,1,1,1
0.93189,0,0.9,1,1,1,1
2.832,0,0.9,1,1,1,1
1.0823,0,0.9,1,1,1,1
3.6019,0,0.9,1,1,1,1
3.4382,0,0.9,1,1,1,1
1.5738,0,0.9,1,1,1,1
5.8208,0,0.9,1,1,1,1
1.9428,0,0.9,1,1,1,1
3.7357,0,0.9,1,1,1,1
1.107,0,0.9,1,1,1,1
4.2048,0,0.9,1,1,1,1
1.7838,0,0.9,1,1,1,1
2.2983,0,0.9,1,1,1,1
6.0468,0,0.9,1,1,1,1
1.7797,0,0.9,1,1,1,1
1.5264,0,0.9,1,1,1,1
0.26588,0,0.9,1,1,1,1
0.28649,0,0.9,1,1,1,1
-0.099425,0,0.9,1,1,1,1
0.82037,0,0.9,1,1,1,1
4.9474,0,0.9,1,1,1,1
1.3502,0,0.9,1,1,1,1
6.0411,0,0.9,1,1,1,1
1.4953,0,0.9,1,1,1,1
3.6933,0,0.9,1,1,1,1
1.6084,0,0.9,1,1,1,1
4.8231,0,0.9,1,1,1,1
1.4179,0,0.9,1,1,1,1
4.0501,0,0.9,1,1,1,1
3.4884,0,0.9,1,1,1,1
2.0002,0,0.9,1,1,1,1
0.71914,0,0.9,2,1,1,1
-0.14045,0,0.9,2,1,1,1
0.81442,0,0.9,2,1,1,1
0.62321,0,0.9,2,1,1,1
1.5873,0,0.9,2,1,1,1
1.059,0,0.9,2,1,1,1
0.36325,0,0.9,2,1,1,1
0.70808,0,0.9,2,1,1,1
0.26225,0,0.9,2,1,1,1
1.9629,0,0.9,2,1,1,1
1.8768,0,0.9,2,1,1,1
0.45356,0,0.9,2,1,1,1
2.9771,0,0.9,2,1,1,1
0.53751,0,0.9,2,1,1,1
1.0452,0,0.9,2,1,1,1
1.0296,0,0.9,2,1,1,1
1.7004,0,0.9,2,1,1,1
1.3501,0,0.9,2,1,1,1
0.97729,0,0.9,2,1,1,1
4.1185,0,0.9,2,1,1,1
0.27559,0,0.9,2,1,1,1
0.14252,0,0.9,2,1,1,1
-0.18282,0,0.9,2,1,1,1
-0.08908,0,0.9,2,1,1,1
-0.6259,0,0.9,2,1,1,1
0.39727,0,0.9,2,1,1,1
2.1623,0,0.9,2,1,1,1
0.82748,0,0.9,2,1,1,1
2.9134,0,0.9,2,1,1,1
1.2264,0,0.9,2,1,1,1
2.6276,0,0.9,2,1,1,1
0.12446,0,0.9,2,1,1,1
1.8104,0,0.9,2,1,1,1
0.94395,0,0.9,2,1,1,1
2.4155,0,0.9,2,1,1,1
2.3277,0,0.9,2,1,1,1
0.87997,0,0.9,2,1,1,1
2.1919,0,0.5,1,1,1,1
1.9443,0,0.5,1,1,1,1
2.981,0,0.5,1,1,1,1
1.6318,0,0.5,1,1,1,1
3.3867,0,0.5,1,1,1,1
2.6765,0,0.5,1,1,1,1
0.99067,0,0.5,1,1,1,1
2.6395,0,0.5,1,1,1,1
1.3897,0,0.5,1,1,1,1
3.532,0,0.5,1,1,1,1
3.2992,0,0.5,1,1,1,1
1.5292,0,0.5,1,1,1,1
5.7582,0,0.5,1,1,1,1
2.0836,0,0.5,1,1,1,1
3.4821,0,0.5,1,1,1,1
1.2824,0,0.5,1,1,1,1
4.5644,0,0.5,1,1,1,1
1.873,0,0.5,1,1,1,1
2.6337,0,0.5,1,1,1,1
6.3613,0,0.5,1,1,1,1
2.0401,0,0.5,1,1,1,1
2.1319,0,0.5,1,1,1,1
0.73666,0,0.5,1,1,1,1
0.21284,0,0.5,1,1,1,1
0.042684,0,0.5,1,1,1,1
0.79891,0,0.5,1,1,1,1
4.1479,0,0.5,1,1,1,1
1.1776,0,0.5,1,1,1,1
5.6286,0,0.5,1,1,1,1
1.6066,0,0.5,1,1,1,1
4.008,0,0.5,1,1,1,1
0.98161,0,0.5,1,1,1,1
4.1582,0,0.5,1,1,1,1
1.1926,0,0.5,1,1,1,1
3.6884,0,0.5,1,1,1,1
3.6867,0,0.5,1,1,1,1
2.6418,0,0.5,1,1,1,1
2.5209,0,0.5,2,1,1,1
1.4167,0,0.5,2,1,1,1
3.2925,0,0.5,2,1,1,1
0.76072,0,0.5,2,1,1,1
3.0777,0,0.5,2,1,1,1
2.3896,0,0.5,2,1,1,1
0.98785,0,0.5,2,1,1,1
3.1586,0,0.5,2,1,1,1
1.136,0,0.5,2,1,1,1
3.8841,0,0.5,2,1,1,1
3.0967,0,0.5,2,1,1,1
1.3144,0,0.5,2,1,1,1
6.7695,0,0.5,2,1,1,1
2.0192,0,0.5,2,1,1,1
3.7215,0,0.5,2,1,1,1
1.5026,0,0.5,2,1,1,1
4.1797,0,0.5,2,1,1,1
1.6711,0,0.5,2,1,1,1
2.1156,0,0.5,2,1,1,1
7.1939,0,0.5,2,1,1,1
1.7086,0,0.5,2,1,1,1
1.9883,0,0.5,2,1,1,1
0.38057,0,0.5,2,1,1,1
0.43107,0,0.5,2,1,1,1
-0.11855,0,0.5,2,1,1,1
0.85239,0,0.5,2,1,1,1
4.9653,0,0.5,2,1,1,1
1.0479,0,0.5,2,1,1,1
6.9969,0,0.5,2,1,1,1
1.665,0,0.5,2,1,1,1
4.2996,0,0.5,2,1,1,1
1.2639,0,0.5,2,1,1,1
5.6136,0,0.5,2,1,1,1
1.3269,0,0.5,2,1,1,1
4.7673,0,0.5,2,1,1,1
4.4604,0,0.5,2,1,1,1
2.277,0,0.5,2,1,1,1
2.2659,0,0.8,1,1,1,1
1.8482,0,0.8,1,1,1,1
3.4641,0,0.8,1,1,1,1
1.2579,0,0.8,1,1,1,1
3.0018,0,0.8,1,1,1,1
2.9465,0,0.8,1,1,1,1
1.0136,0,0.8,1,1,1,1
2.823,0,0.8,1,1,1,1
1.0948,0,0.8,1,1,1,1
3.7522,0,0.8,1,1,1,1
3.4165,0,0.8,1,1,1,1
1.5817,0,0.8,1,1,1,1
6.1342,0,0.8,1,1,1,1
2.6422,0,0.8,1,1,1,1
3.7352,0,0.8,1,1,1,1
0.95572,0,0.8,1,1,1,1
5.2029,0,0.8,1,1,1,1
1.8329,0,0.8,1,1,1,1
2.8554,0,0.8,1,1,1,1
6.5497,0,0.8,1,1,1,1
2.1226,0,0.8,1,1,1,1
2.113,0,0.8,1,1,1,1
0.68961,0,0.8,1,1,1,1
0.56177,0,0.8,1,1,1,1
0.053482,0,0.8,1,1,1,1
0.3614,0,0.8,1,1,1,1
4.3756,0,0.8,1,1,1,1
0.86032,0,0.8,1,1,1,1
6.7433,0,0.8,1,1,1,1
1.5161,0,0.8,1,1,1,1
3.8584,0,0.8,1,1,1,1
1.6079,0,0.8,1,1,1,1
4.726,0,0.8,1,1,1,1
1.3774,0,0.8,1,1,1,1
4.2974,0,0.8,1,1,1,1
4.2276,0,0.8,1,1,1,1
2.1916,0,0.8,1,1,1,1
1.8608,0,0.8,2,1,1,1
0.96591,0,0.8,2,1,1,1
2.7591,0,0.8,2,1,1,1
1.4031,0,0.8,2,1,1,1
2.8663,0,0.8,2,1,1,1
2.3592,0,0.8,2,1,1,1
0.96017,0,0.8,2,1,1,1
2.7323,0,0.8,2,1,1,1
1.317,0,0.8,2,1,1,1
3.794,0,0.8,2,1,1,1
3.4439,0,0.8,2,1,1,1
1.2504,0,0.8,2,1,1,1
6.407,0,0.8,2,1,1,1
1.8515,0,0.8,2,1,1,1
3.3967,0,0.8,2,1,1,1
1.3231,0,0.8,2,1,1,1
3.4948,0,0.8,2,1,1,1
2.0666,0,0.8,2,1,1,1
1.7592,0,0.8,2,1,1,1
6.1406,0,0.8,2,1,1,1
1.206,0,0.8,2,1,1,1
1.3522,0,0.8,2,1,1,1
0.35773,0,0.8,2,1,1,1
0.13919,0,0.8,2,1,1,1
0.020486,0,0.8,2,1,1,1
0.44059,0,0.8,2,1,1,1
3.8868,0,0.8,2,1,1,1
1.2999,0,0.8,2,1,1,1
5.9153,0,0.8,2,1,1,1
1.881,0,0.8,2,1,1,1
3.9858,0,0.8,2,1,1,1
0.9257,0,0.8,2,1,1,1
4.0561,0,0.8,2,1,1,1
0.96284,0,0.8,2,1,1,1
4.0772,0,0.8,2,1,1,1
3.7574,0,0.8,2,1,1,1
2.3423,0,0.8,2,1,1,1
2.1789,0,0,2,1,1,1
1.6402,0,0,2,1,1,1
3.5196,0,0,2,1,1,1
